PassengerId,Survived,Pclass,Sex,Fare,TicketGroupSize,FarePerPerson,FarePerPerson_log,FareClassBand,FareMedianByClass,FareSurplus,CabinExists,FareCabinInteraction
285,0,1,male,26.0,1,26.0,3.295836866004329,0,35.25,-9.25,1,3.295836866004329
286,0,3,male,8.6625,1,8.6625,2.2682524139135403,3,7.8542,0.8083,0,0.0
287,1,3,male,9.5,1,9.5,2.3513752571634776,3,7.8542,1.6458000000000004,0,0.0
288,0,3,male,7.8958,1,7.8958,2.1855792552411137,2,7.8542,0.04160000000000075,0,0.0
289,1,2,male,13.0,1,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
290,1,3,female,7.75,1,7.75,2.169053700369523,1,7.8542,-0.10419999999999963,0,0.0
291,1,1,female,78.85,2,39.425,3.6994484054631704,2,35.25,4.174999999999997,0,0.0
292,1,1,female,91.0792,2,45.5396,3.8403035630800124,2,35.25,10.2896,1,3.8403035630800124
293,0,2,male,12.875,1,12.875,2.630088659632498,1,13.0,-0.125,1,2.630088659632498
294,0,3,female,8.85,1,8.85,2.2874714551839976,3,7.8542,0.9958,0,0.0
295,0,3,male,7.8958,1,7.8958,2.1855792552411137,2,7.8542,0.04160000000000075,0,0.0
296,0,1,male,27.7208,1,27.7208,3.357621598945279,1,35.25,-7.5291999999999994,0,0.0
297,0,3,male,7.2292,1,7.2292,2.1076888046179385,0,7.8542,-0.625,0,0.0
298,0,1,female,151.55,4,37.8875,3.6606728622237554,2,35.25,2.637500000000003,1,3.6606728622237554
299,1,1,male,30.5,1,30.5,3.449987545831587,1,35.25,-4.75,1,3.449987545831587
300,1,1,female,247.5208,2,123.7604,4.826395097890282,3,35.25,88.5104,1,4.826395097890282
301,1,3,female,7.75,1,7.75,2.169053700369523,1,7.8542,-0.10419999999999963,0,0.0
302,1,3,male,23.25,2,11.625,2.5356789751614235,3,7.8542,3.7708000000000004,0,0.0
303,0,3,male,0.0,4,0.0,0.0,0,7.8542,-7.8542,0,0.0
304,1,2,female,12.35,1,12.35,2.5915163848462583,1,13.0,-0.6500000000000004,1,2.5915163848462583
305,0,3,male,8.05,1,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
306,1,1,male,151.55,4,37.8875,3.6606728622237554,2,35.25,2.637500000000003,1,3.6606728622237554
307,1,1,female,110.8833,4,27.720825,3.3576224693941916,1,35.25,-7.529174999999999,0,0.0
308,1,1,female,108.9,2,54.45,4.015481713796376,3,35.25,19.200000000000003,1,4.015481713796376
309,0,2,male,24.0,2,12.0,2.5649493574615367,1,13.0,-1.0,0,0.0
310,1,1,female,56.9292,2,28.4646,3.383189542769255,1,35.25,-6.785399999999999,1,3.383189542769255
311,1,1,female,83.1583,2,41.57915,3.7513646968424084,2,35.25,6.3291499999999985,1,3.7513646968424084
312,1,1,female,262.375,2,131.1875,4.884221369240597,3,35.25,95.9375,1,4.884221369240597
313,0,2,female,26.0,1,26.0,3.295836866004329,3,13.0,13.0,0,0.0
314,0,3,male,7.8958,1,7.8958,2.1855792552411137,2,7.8542,0.04160000000000075,0,0.0
315,0,2,male,26.25,3,8.75,2.277267285009756,0,13.0,-4.25,0,0.0
316,1,3,female,7.8542,1,7.8542,2.180891922715322,1,7.8542,0.0,0,0.0
317,1,2,female,26.0,2,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
318,0,2,male,14.0,1,14.0,2.70805020110221,3,13.0,1.0,0,0.0
319,1,1,female,164.8667,2,82.43335,4.4240481095298865,3,35.25,47.183350000000004,1,4.4240481095298865
320,1,1,female,134.5,2,67.25,4.223177434065069,3,35.25,32.0,1,4.223177434065069
321,0,3,male,7.25,1,7.25,2.1102132003465894,0,7.8542,-0.6041999999999996,0,0.0
322,0,3,male,7.8958,1,7.8958,2.1855792552411137,2,7.8542,0.04160000000000075,0,0.0
323,1,2,female,12.35,1,12.35,2.5915163848462583,1,13.0,-0.6500000000000004,0,0.0
324,1,2,female,29.0,2,14.5,2.740840023925201,3,13.0,1.5,0,0.0
325,0,3,male,69.55,7,9.935714285714285,2.3920339730483793,3,7.8542,2.0815142857142854,0,0.0
326,1,1,female,135.6333,3,45.211099999999995,3.8332200289702034,2,35.25,9.961099999999995,1,3.8332200289702034
327,0,3,male,6.2375,1,6.2375,1.9792758428991135,0,7.8542,-1.6166999999999998,0,0.0
328,1,2,female,13.0,1,13.0,2.6390573296152584,1,13.0,0.0,1,2.6390573296152584
329,1,3,female,20.525,3,6.841666666666666,2.0594513968033334,0,7.8542,-1.0125333333333337,0,0.0
330,1,1,female,57.9792,2,28.9896,3.400850654892709,1,35.25,-6.260400000000001,1,3.400850654892709
331,1,3,female,23.25,2,11.625,2.5356789751614235,3,7.8542,3.7708000000000004,0,0.0
332,0,1,male,28.5,1,28.5,3.3843902633457743,1,35.25,-6.75,1,3.3843902633457743
333,0,1,male,153.4625,3,51.15416666666667,3.9542040759860324,3,35.25,15.904166666666669,1,3.9542040759860324
334,0,3,male,18.0,2,9.0,2.302585092994046,3,7.8542,1.1458000000000004,0,0.0
335,1,1,female,133.65,2,66.825,4.216930858544996,3,35.25,31.575000000000003,0,0.0
336,0,3,male,7.8958,1,7.8958,2.1855792552411137,2,7.8542,0.04160000000000075,0,0.0
337,0,1,male,66.6,2,33.3,3.535145354171894,1,35.25,-1.9500000000000028,1,3.535145354171894
338,1,1,female,134.5,2,67.25,4.223177434065069,3,35.25,32.0,1,4.223177434065069
339,1,3,male,8.05,1,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
340,0,1,male,35.5,1,35.5,3.597312260588446,2,35.25,0.25,1,3.597312260588446
341,1,2,male,26.0,3,8.666666666666666,2.268683541318364,0,13.0,-4.333333333333334,1,2.268683541318364
342,1,1,female,263.0,4,65.75,4.200954297280359,3,35.25,30.5,1,4.200954297280359
343,0,2,male,13.0,1,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
344,0,2,male,13.0,1,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
345,0,2,male,13.0,1,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
346,1,2,female,13.0,1,13.0,2.6390573296152584,1,13.0,0.0,1,2.6390573296152584
347,1,2,female,13.0,1,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
348,1,3,female,16.1,1,16.1,2.8390784635086144,3,7.8542,8.245800000000003,0,0.0
349,1,3,male,15.9,2,7.95,2.191653532286764,2,7.8542,0.09580000000000055,0,0.0
350,0,3,male,8.6625,1,8.6625,2.2682524139135403,3,7.8542,0.8083,0,0.0
351,0,3,male,9.225,1,9.225,2.3248357019288655,3,7.8542,1.3708,0,0.0
352,0,1,male,35.0,1,35.0,3.58351893845611,1,35.25,-0.25,1,3.58351893845611
353,0,3,male,7.2292,1,7.2292,2.1076888046179385,0,7.8542,-0.625,0,0.0
354,0,3,male,17.8,2,8.9,2.2925347571405443,3,7.8542,1.0458000000000007,0,0.0
355,0,3,male,7.225,1,7.225,2.1071782966514356,0,7.8542,-0.6292,0,0.0
356,0,3,male,9.5,1,9.5,2.3513752571634776,3,7.8542,1.6458000000000004,0,0.0
357,1,1,female,55.0,2,27.5,3.349904087274605,1,35.25,-7.75,1,3.349904087274605
358,0,2,female,13.0,1,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
359,1,3,female,7.8792,1,7.8792,2.1837114628556327,2,7.8542,0.025000000000000355,0,0.0
360,1,3,female,7.8792,1,7.8792,2.1837114628556327,2,7.8542,0.025000000000000355,0,0.0
361,0,3,male,27.9,6,4.6499999999999995,1.7316555451583495,0,7.8542,-3.2042,0,0.0
362,0,2,male,27.7208,1,27.7208,3.357621598945279,3,13.0,14.7208,0,0.0
363,0,3,female,14.4542,2,7.2271,2.107433583211985,0,7.8542,-0.6270999999999995,0,0.0
364,0,3,male,7.05,1,7.05,2.0856720914304723,0,7.8542,-0.8041999999999998,0,0.0
365,0,3,male,15.5,2,7.75,2.169053700369523,1,7.8542,-0.10419999999999963,0,0.0
366,0,3,male,7.25,1,7.25,2.1102132003465894,0,7.8542,-0.6041999999999996,0,0.0
367,1,1,female,75.25,1,75.25,4.334017415487521,3,35.25,40.0,1,4.334017415487521
368,1,3,female,7.2292,1,7.2292,2.1076888046179385,0,7.8542,-0.625,0,0.0
369,1,3,female,7.75,1,7.75,2.169053700369523,1,7.8542,-0.10419999999999963,0,0.0
370,1,1,female,69.3,2,34.65,3.573749146860305,1,35.25,-0.6000000000000014,1,3.573749146860305
371,1,1,male,55.4417,1,55.4417,4.0332082470129285,3,35.25,20.191699999999997,1,4.0332082470129285
372,0,3,male,6.4958,1,6.4958,2.0143428636837015,0,7.8542,-1.3583999999999996,0,0.0
373,0,3,male,8.05,1,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
374,0,1,male,135.6333,3,45.211099999999995,3.8332200289702034,2,35.25,9.961099999999995,0,0.0
375,0,3,female,21.075,4,5.26875,1.8355769727281086,0,7.8542,-2.58545,0,0.0
376,1,1,female,82.1708,2,41.0854,3.7397008871924475,2,35.25,5.8354,0,0.0
377,1,3,female,7.25,1,7.25,2.1102132003465894,0,7.8542,-0.6041999999999996,0,0.0
378,0,1,male,211.5,1,211.5,5.358941988364472,3,35.25,176.25,1,5.358941988364472
379,0,3,male,4.0125,1,4.0125,1.6119347926326877,0,7.8542,-3.8416999999999994,0,0.0
380,0,3,male,7.775,1,7.775,2.1719067693519296,1,7.8542,-0.07919999999999927,0,0.0
381,1,1,female,227.525,4,56.88125,4.058393497936442,3,35.25,21.63125,0,0.0
382,1,3,female,15.7417,2,7.87085,2.182770620366069,2,7.8542,0.016650000000000276,0,0.0
383,0,3,male,7.925,1,7.925,2.188856327665703,2,7.8542,0.0708000000000002,0,0.0
384,1,1,female,52.0,2,26.0,3.295836866004329,0,35.25,-9.25,0,0.0
385,0,3,male,7.8958,1,7.8958,2.1855792552411137,2,7.8542,0.04160000000000075,0,0.0
386,0,2,male,73.5,5,14.7,2.7536607123542622,3,13.0,1.6999999999999993,0,0.0
387,0,3,male,46.9,6,7.816666666666666,2.1766438696361985,1,7.8542,-0.037533333333333196,0,0.0
388,1,2,female,13.0,1,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
389,0,3,male,7.7292,1,7.7292,2.1666737276227077,1,7.8542,-0.125,0,0.0
390,1,2,female,12.0,1,12.0,2.5649493574615367,1,13.0,-1.0,0,0.0
391,1,1,male,120.0,4,30.0,3.4339872044851463,1,35.25,-5.25,1,3.4339872044851463
392,1,3,male,7.7958,1,7.7958,2.174274334826008,1,7.8542,-0.058399999999999785,0,0.0
393,0,3,male,7.925,1,7.925,2.188856327665703,2,7.8542,0.0708000000000002,0,0.0
394,1,1,female,113.275,3,37.75833333333333,3.657345786442051,2,35.25,2.508333333333333,1,3.657345786442051
395,1,3,female,16.7,2,8.35,2.2353763433005955,3,7.8542,0.4958,1,2.2353763433005955
396,0,3,male,7.7958,1,7.7958,2.174274334826008,1,7.8542,-0.058399999999999785,0,0.0
397,0,3,female,7.8542,1,7.8542,2.180891922715322,1,7.8542,0.0,0,0.0
398,0,2,male,26.0,2,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
399,0,2,male,10.5,1,10.5,2.4423470353692043,0,13.0,-2.5,0,0.0
400,1,2,female,12.65,1,12.65,2.613739521630969,1,13.0,-0.34999999999999964,0,0.0
401,1,3,male,7.925,1,7.925,2.188856327665703,2,7.8542,0.0708000000000002,0,0.0
402,0,3,male,8.05,1,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
403,0,3,female,9.825,1,9.825,2.3818582738885534,3,7.8542,1.9707999999999997,0,0.0
404,0,3,male,15.85,2,7.925,2.188856327665703,2,7.8542,0.0708000000000002,0,0.0
405,0,3,female,8.6625,1,8.6625,2.2682524139135403,3,7.8542,0.8083,0,0.0
406,0,2,male,21.0,1,21.0,3.091042453358316,3,13.0,8.0,0,0.0
407,0,3,male,7.75,1,7.75,2.169053700369523,1,7.8542,-0.10419999999999963,0,0.0
408,1,2,male,18.75,3,6.25,1.9810014688665833,0,13.0,-6.75,0,0.0
409,0,3,male,7.775,1,7.775,2.1719067693519296,1,7.8542,-0.07919999999999927,0,0.0
410,0,3,female,25.4667,4,6.366675,1.9969664510766771,0,7.8542,-1.4875249999999998,0,0.0
411,0,3,male,7.8958,1,7.8958,2.1855792552411137,2,7.8542,0.04160000000000075,0,0.0
412,0,3,male,6.8583,1,6.8583,2.061570298060867,0,7.8542,-0.9958999999999998,0,0.0
413,1,1,female,90.0,2,45.0,3.828641396489095,2,35.25,9.75,1,3.828641396489095
414,0,2,male,0.0,3,0.0,0.0,0,13.0,-13.0,0,0.0
415,1,3,male,7.925,1,7.925,2.188856327665703,2,7.8542,0.0708000000000002,0,0.0
416,0,3,female,8.05,1,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
417,1,2,female,32.5,1,32.5,3.5115454388310208,3,13.0,19.5,0,0.0
418,1,2,female,13.0,1,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
419,0,2,male,13.0,1,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
420,0,3,female,24.15,3,8.049999999999999,2.2027647577118348,2,7.8542,0.1957999999999993,0,0.0
421,0,3,male,7.8958,1,7.8958,2.1855792552411137,2,7.8542,0.04160000000000075,0,0.0
422,0,3,male,7.7333,1,7.7333,2.167143305297764,1,7.8542,-0.12089999999999979,0,0.0
423,0,3,male,7.875,1,7.875,2.1832383353614797,2,7.8542,0.020800000000000374,0,0.0
424,0,3,female,14.4,2,7.2,2.1041341542702074,0,7.8542,-0.6541999999999994,0,0.0
425,0,3,male,20.2125,2,10.10625,2.4075080129208244,3,7.8542,2.2520499999999997,0,0.0
426,0,3,male,7.25,1,7.25,2.1102132003465894,0,7.8542,-0.6041999999999996,0,0.0
427,1,2,female,26.0,1,26.0,3.295836866004329,3,13.0,13.0,0,0.0
428,1,2,female,26.0,2,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
429,0,3,male,7.75,1,7.75,2.169053700369523,1,7.8542,-0.10419999999999963,0,0.0
430,1,3,male,8.05,1,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,1,2.2027647577118348
431,1,1,male,26.55,1,26.55,3.3160025355989236,0,35.25,-8.7,1,3.3160025355989236
432,1,3,female,16.1,2,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
433,1,2,female,26.0,1,26.0,3.295836866004329,3,13.0,13.0,0,0.0
434,0,3,male,7.125,1,7.125,2.094945728215801,0,7.8542,-0.7291999999999996,0,0.0
435,0,1,male,55.9,2,27.95,3.3655702040190043,1,35.25,-7.300000000000001,1,3.3655702040190043
436,1,1,female,120.0,4,30.0,3.4339872044851463,1,35.25,-5.25,1,3.4339872044851463
437,0,3,female,34.375,4,8.59375,2.2611118447874707,3,7.8542,0.7395500000000004,0,0.0
438,1,2,female,18.75,3,6.25,1.9810014688665833,0,13.0,-6.75,0,0.0
439,0,1,male,263.0,4,65.75,4.200954297280359,3,35.25,30.5,1,4.200954297280359
440,0,2,male,10.5,1,10.5,2.4423470353692043,0,13.0,-2.5,0,0.0
441,1,2,female,26.25,3,8.75,2.277267285009756,0,13.0,-4.25,0,0.0
442,0,3,male,9.5,1,9.5,2.3513752571634776,3,7.8542,1.6458000000000004,0,0.0
443,0,3,male,7.775,1,7.775,2.1719067693519296,1,7.8542,-0.07919999999999927,0,0.0
444,1,2,female,13.0,1,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
445,1,3,male,8.1125,1,8.1125,2.2096470973347766,3,7.8542,0.2583000000000011,0,0.0
446,1,1,male,81.8583,1,81.8583,4.417131919904876,3,35.25,46.6083,1,4.417131919904876
447,1,2,female,19.5,2,9.75,2.3749057545736716,0,13.0,-3.25,0,0.0
448,1,1,male,26.55,1,26.55,3.3160025355989236,0,35.25,-8.7,0,0.0
449,1,3,female,19.2583,4,4.814575,1.7603676964552861,0,7.8542,-3.039625,0,0.0
450,1,1,male,30.5,1,30.5,3.449987545831587,1,35.25,-4.75,1,3.449987545831587
451,0,2,male,27.75,3,9.25,2.327277705584417,0,13.0,-3.75,0,0.0
452,0,3,male,19.9667,1,19.9667,3.0429354648621407,3,7.8542,12.1125,0,0.0
453,0,1,male,27.75,1,27.75,3.3586377672433594,1,35.25,-7.5,1,3.3586377672433594
454,1,1,male,89.1042,2,44.5521,3.8188567258265635,2,35.25,9.302100000000003,1,3.8188567258265635
455,0,3,male,8.05,1,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
456,1,3,male,7.8958,1,7.8958,2.1855792552411137,2,7.8542,0.04160000000000075,0,0.0
457,0,1,male,26.55,1,26.55,3.3160025355989236,0,35.25,-8.7,1,3.3160025355989236
458,1,1,female,51.8625,1,51.8625,3.967694202798607,3,35.25,16.612499999999997,1,3.967694202798607
459,1,2,female,10.5,1,10.5,2.4423470353692043,0,13.0,-2.5,0,0.0
460,0,3,male,7.75,1,7.75,2.169053700369523,1,7.8542,-0.10419999999999963,0,0.0
461,1,1,male,26.55,1,26.55,3.3160025355989236,0,35.25,-8.7,1,3.3160025355989236
462,0,3,male,8.05,1,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
463,0,1,male,38.5,1,38.5,3.676300671907076,2,35.25,3.25,1,3.676300671907076
464,0,2,male,13.0,1,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
465,0,3,male,8.05,1,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
466,0,3,male,7.05,1,7.05,2.0856720914304723,0,7.8542,-0.8041999999999998,0,0.0
467,0,2,male,0.0,3,0.0,0.0,0,13.0,-13.0,0,0.0
468,0,1,male,26.55,1,26.55,3.3160025355989236,0,35.25,-8.7,0,0.0
469,0,3,male,7.725,1,7.725,2.1661924680884908,1,7.8542,-0.12919999999999998,0,0.0
470,1,3,female,19.2583,4,4.814575,1.7603676964552861,0,7.8542,-3.039625,0,0.0
471,0,3,male,7.25,1,7.25,2.1102132003465894,0,7.8542,-0.6041999999999996,0,0.0
472,0,3,male,8.6625,1,8.6625,2.2682524139135403,3,7.8542,0.8083,0,0.0
473,1,2,female,27.75,3,9.25,2.327277705584417,0,13.0,-3.75,0,0.0
474,1,2,female,13.7917,1,13.7917,2.694066212646058,2,13.0,0.7917000000000005,1,2.694066212646058
475,0,3,female,9.8375,1,9.8375,2.3830123421066602,3,7.8542,1.9833000000000007,0,0.0
476,0,1,male,52.0,2,26.0,3.295836866004329,0,35.25,-9.25,1,3.295836866004329
477,0,2,male,21.0,2,10.5,2.4423470353692043,0,13.0,-2.5,0,0.0
478,0,3,male,7.0458,1,7.0458,2.0851502161468174,0,7.8542,-0.8083999999999998,0,0.0
479,0,3,male,7.5208,1,7.5208,2.142510233146819,1,7.8542,-0.33339999999999925,0,0.0
480,1,3,female,12.2875,1,12.2875,2.586823743668066,3,7.8542,4.4333,0,0.0
481,0,3,male,46.9,6,7.816666666666666,2.1766438696361985,1,7.8542,-0.037533333333333196,0,0.0
482,0,2,male,0.0,1,0.0,0.0,0,13.0,-13.0,0,0.0
483,0,3,male,8.05,1,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
484,1,3,female,9.5875,1,9.5875,2.3596740599781727,3,7.8542,1.7333000000000007,0,0.0
485,1,1,male,91.0792,2,45.5396,3.8403035630800124,2,35.25,10.2896,1,3.8403035630800124
486,0,3,female,25.4667,4,6.366675,1.9969664510766771,0,7.8542,-1.4875249999999998,0,0.0
487,1,1,female,90.0,2,45.0,3.828641396489095,2,35.25,9.75,1,3.828641396489095
488,0,1,male,29.7,1,29.7,3.4242626545931514,1,35.25,-5.550000000000001,1,3.4242626545931514
489,0,3,male,8.05,1,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
490,1,3,male,15.9,2,7.95,2.191653532286764,2,7.8542,0.09580000000000055,0,0.0
491,0,3,male,19.9667,1,19.9667,3.0429354648621407,3,7.8542,12.1125,0,0.0
492,0,3,male,7.25,1,7.25,2.1102132003465894,0,7.8542,-0.6041999999999996,0,0.0
493,0,1,male,30.5,1,30.5,3.449987545831587,1,35.25,-4.75,1,3.449987545831587
494,0,1,male,49.5042,1,49.5042,3.922056501139853,2,35.25,14.254199999999997,0,0.0
495,0,3,male,8.05,1,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
496,0,3,male,14.4583,2,7.22915,2.107682728674724,0,7.8542,-0.6250499999999999,0,0.0
497,1,1,female,78.2667,2,39.13335,3.6922076594889166,2,35.25,3.88335,1,3.6922076594889166
498,0,3,male,15.1,1,15.1,2.7788192719904172,3,7.8542,7.2458,0,0.0
499,0,1,female,151.55,4,37.8875,3.6606728622237554,2,35.25,2.637500000000003,1,3.6606728622237554
500,0,3,male,7.7958,1,7.7958,2.174274334826008,1,7.8542,-0.058399999999999785,0,0.0
501,0,3,male,8.6625,1,8.6625,2.2682524139135403,3,7.8542,0.8083,0,0.0
502,0,3,female,7.75,1,7.75,2.169053700369523,1,7.8542,-0.10419999999999963,0,0.0
503,0,3,female,7.6292,1,7.6292,2.155151800914312,1,7.8542,-0.22499999999999964,0,0.0
504,0,3,female,9.5875,1,9.5875,2.3596740599781727,3,7.8542,1.7333000000000007,0,0.0
505,1,1,female,86.5,3,28.833333333333332,3.3956263366127,1,35.25,-6.416666666666668,1,3.3956263366127
506,0,1,male,108.9,2,54.45,4.015481713796376,3,35.25,19.200000000000003,1,4.015481713796376
507,1,2,female,26.0,2,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
508,1,1,male,26.55,1,26.55,3.3160025355989236,0,35.25,-8.7,0,0.0
509,0,3,male,22.525,1,22.525,3.1580636854714434,3,7.8542,14.6708,0,0.0
510,1,3,male,56.4958,7,8.070828571428573,2.2050636129235883,3,7.8542,0.21662857142857295,0,0.0
511,1,3,male,7.75,1,7.75,2.169053700369523,1,7.8542,-0.10419999999999963,0,0.0
512,0,3,male,8.05,1,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
513,1,1,male,26.2875,1,26.2875,3.3064287218760624,0,35.25,-8.962499999999999,1,3.3064287218760624
514,1,1,female,59.4,1,59.4,4.100989104940769,3,35.25,24.15,0,0.0
515,0,3,male,7.4958,1,7.4958,2.139571923732859,1,7.8542,-0.3583999999999996,0,0.0
516,0,1,male,34.0208,1,34.0208,3.5559421706858756,1,35.25,-1.2291999999999987,1,3.5559421706858756
517,1,2,female,10.5,1,10.5,2.4423470353692043,0,13.0,-2.5,1,2.4423470353692043
518,0,3,male,24.15,3,8.049999999999999,2.2027647577118348,2,7.8542,0.1957999999999993,0,0.0
519,1,2,female,26.0,1,26.0,3.295836866004329,3,13.0,13.0,0,0.0
520,0,3,male,7.8958,1,7.8958,2.1855792552411137,2,7.8542,0.04160000000000075,0,0.0
521,1,1,female,93.5,2,46.75,3.865979066926739,2,35.25,11.5,1,3.865979066926739
522,0,3,male,7.8958,1,7.8958,2.1855792552411137,2,7.8542,0.04160000000000075,0,0.0
523,0,3,male,7.225,1,7.225,2.1071782966514356,0,7.8542,-0.6292,0,0.0
524,1,1,female,57.9792,2,28.9896,3.400850654892709,1,35.25,-6.260400000000001,1,3.400850654892709
525,0,3,male,7.2292,1,7.2292,2.1076888046179385,0,7.8542,-0.625,0,0.0
526,0,3,male,7.75,1,7.75,2.169053700369523,1,7.8542,-0.10419999999999963,0,0.0
527,1,2,female,10.5,1,10.5,2.4423470353692043,0,13.0,-2.5,0,0.0
528,0,1,male,221.7792,1,221.7792,5.406181146423973,3,35.25,186.5292,1,5.406181146423973
529,0,3,male,7.925,1,7.925,2.188856327665703,2,7.8542,0.0708000000000002,0,0.0
530,0,2,male,11.5,1,11.5,2.5257286443082556,1,13.0,-1.5,0,0.0
531,1,2,female,26.0,2,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
532,0,3,male,7.2292,1,7.2292,2.1076888046179385,0,7.8542,-0.625,0,0.0
533,0,3,male,7.2292,1,7.2292,2.1076888046179385,0,7.8542,-0.625,0,0.0
534,1,3,female,22.3583,2,11.17915,2.4997254733112535,3,7.8542,3.3249500000000003,0,0.0
535,0,3,female,8.6625,1,8.6625,2.2682524139135403,3,7.8542,0.8083,0,0.0
536,1,2,female,26.25,3,8.75,2.277267285009756,0,13.0,-4.25,0,0.0
537,0,1,male,26.55,1,26.55,3.3160025355989236,0,35.25,-8.7,1,3.3160025355989236
538,1,1,female,106.425,2,53.2125,3.9929115091614844,3,35.25,17.9625,0,0.0
539,0,3,male,14.5,1,14.5,2.740840023925201,3,7.8542,6.6458,0,0.0
540,1,1,female,49.5,1,49.5,3.9219733362813143,2,35.25,14.25,1,3.9219733362813143
541,1,1,female,71.0,2,35.5,3.597312260588446,2,35.25,0.25,1,3.597312260588446
542,0,3,female,31.275,7,4.4678571428571425,1.698886792488434,0,7.8542,-3.386342857142857,0,0.0
543,0,3,female,31.275,7,4.4678571428571425,1.698886792488434,0,7.8542,-3.386342857142857,0,0.0
544,1,2,male,26.0,2,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
545,0,1,male,106.425,2,53.2125,3.9929115091614844,3,35.25,17.9625,1,3.9929115091614844
546,0,1,male,26.0,1,26.0,3.295836866004329,0,35.25,-9.25,0,0.0
547,1,2,female,26.0,2,13.0,2.6390573296152584,1,13.0,0.0,0,0.0
548,1,2,male,13.8625,1,13.8625,2.6988412620169004,3,13.0,0.8625000000000007,0,0.0
549,0,3,male,20.525,3,6.841666666666666,2.0594513968033334,0,7.8542,-1.0125333333333337,0,0.0
550,1,2,male,36.75,2,18.375,2.9639835752394106,3,13.0,5.375,0,0.0
551,1,1,male,110.8833,4,27.720825,3.3576224693941916,1,35.25,-7.529174999999999,1,3.3576224693941916
552,0,2,male,26.0,1,26.0,3.295836866004329,3,13.0,13.0,0,0.0
553,0,3,male,7.8292,1,7.8292,2.17806441028492,1,7.8542,-0.024999999999999467,0,0.0
554,1,3,male,7.225,1,7.225,2.1071782966514356,0,7.8542,-0.6292,0,0.0
555,1,3,female,7.775,1,7.775,2.1719067693519296,1,7.8542,-0.07919999999999927,0,0.0
556,0,1,male,26.55,1,26.55,3.3160025355989236,0,35.25,-8.7,0,0.0
557,1,1,female,39.6,1,39.6,3.703768066607687,2,35.25,4.350000000000001,1,3.703768066607687
558,0,1,male,227.525,4,56.88125,4.058393497936442,3,35.25,21.63125,0,0.0
559,1,1,female,79.65,3,26.55,3.3160025355989236,0,35.25,-8.7,1,3.3160025355989236
560,1,3,female,17.4,1,17.4,2.91235066461494,3,7.8542,9.5458,0,0.0
561,0,3,male,7.75,1,7.75,2.169053700369523,1,7.8542,-0.10419999999999963,0,0.0
562,0,3,male,7.8958,1,7.8958,2.1855792552411137,2,7.8542,0.04160000000000075,0,0.0
563,0,2,male,13.5,1,13.5,2.6741486494265287,2,13.0,0.5,0,0.0
564,0,3,male,8.05,1,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
565,0,3,female,8.05,1,8.05,2.2027647577118348,2,7.8542,0.19580000000000108,0,0.0
566,0,3,male,24.15,2,12.075,2.5707020099509865,3,7.8542,4.2208,0,0.0
567,0,3,male,7.8958,1,7.8958,2.1855792552411137,2,7.8542,0.04160000000000075,0,0.0
568,0,3,female,21.075,4,5.26875,1.8355769727281086,0,7.8542,-2.58545,0,0.0
569,0,3,male,7.2292,1,7.2292,2.1076888046179385,0,7.8542,-0.625,0,0.0
570,1,3,male,7.8542,1,7.8542,2.180891922715322,1,7.8542,0.0,0,0.0
571,1,2,male,10.5,1,10.5,2.4423470353692043,0,13.0,-2.5,0,0.0
572,1,1,female,51.4792,1,51.4792,3.960416900617205,3,35.25,16.2292,1,3.960416900617205
